Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),Event Date (Start),Event Date (End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Seminar,78,4,10:00 - 18:00,2024-11-19,2024-11-22,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,1309,1,12:00 - 22:00,2024-12-20,2024-12-20,"25-50, Delhi, Business","70%, Negative"
Festival,6628,4,14:00 - 20:00,2024-10-02,2024-10-05,"25-50, Delhi, Business","75%, Neutral"
Festival,2591,1,14:00 - 20:00,2025-01-09,2025-01-09,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,804,2,12:00 - 22:00,2024-11-18,2024-11-19,"20-45, Mumbai, Sports","70%, Negative"
Seminar,698,2,12:00 - 22:00,2024-10-09,2024-10-10,"30-60, Bangalore, Education","85%, Positive"
Festival,5855,1,14:00 - 20:00,2024-12-14,2024-12-14,"25-50, Delhi, Business","70%, Negative"
Festival,2896,3,09:00 - 17:00,2025-01-19,2025-01-21,"25-50, Delhi, Business","70%, Negative"
Trade Show,2555,1,14:00 - 20:00,2024-11-23,2024-11-23,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,502,1,14:00 - 20:00,2024-11-20,2024-11-20,"18-25, Indore, Tech","85%, Positive"
Festival,4121,1,14:00 - 20:00,2024-11-04,2024-11-04,"20-45, Mumbai, Sports","95%, Positive"
Seminar,980,2,09:00 - 17:00,2024-11-07,2024-11-08,"18-25, Indore, Tech","95%, Positive"
Festival,901,1,10:00 - 18:00,2024-12-02,2024-12-02,"18-35, Maharashtra, Arts","95%, Positive"
Conference,683,4,10:00 - 18:00,2024-10-20,2024-10-23,"18-25, Indore, Tech","95%, Positive"
Festival,2079,4,10:00 - 18:00,2025-01-18,2025-01-21,"18-35, Maharashtra, Arts","70%, Negative"
Festival,6238,1,10:00 - 18:00,2025-01-01,2025-01-01,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,2053,1,12:00 - 22:00,2024-12-05,2024-12-05,"18-25, Indore, Tech","85%, Positive"
Festival,3308,2,09:00 - 17:00,2024-11-08,2024-11-09,"25-50, Delhi, Business","95%, Positive"
Trade Show,2337,4,12:00 - 22:00,2024-10-25,2024-10-28,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,2256,1,10:00 - 18:00,2024-11-21,2024-11-21,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,1018,1,10:00 - 18:00,2025-01-23,2025-01-23,"30-60, Bangalore, Education","80%, Negative"
Festival,3006,3,10:00 - 18:00,2025-01-15,2025-01-17,"18-35, Maharashtra, Arts","95%, Positive"
Festival,6235,3,14:00 - 20:00,2024-10-07,2024-10-09,"30-60, Bangalore, Education","80%, Negative"
Conference,1830,4,10:00 - 18:00,2024-12-07,2024-12-10,"30-60, Bangalore, Education","80%, Negative"
Conference,679,3,10:00 - 18:00,2024-12-09,2024-12-11,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1475,4,10:00 - 18:00,2024-11-24,2024-11-27,"25-50, Delhi, Business","95%, Positive"
Festival,6053,2,12:00 - 22:00,2024-11-09,2024-11-10,"20-45, Mumbai, Sports","80%, Negative"
Festival,4184,3,12:00 - 22:00,2024-11-19,2024-11-21,"20-45, Mumbai, Sports","80%, Negative"
Festival,2473,1,14:00 - 20:00,2024-10-15,2024-10-15,"30-60, Bangalore, Education","75%, Neutral"
Seminar,1070,1,12:00 - 22:00,2024-11-15,2024-11-15,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,2437,1,14:00 - 20:00,2025-01-22,2025-01-22,"25-50, Delhi, Business","70%, Negative"
Festival,5715,4,10:00 - 18:00,2024-12-10,2024-12-13,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,247,4,10:00 - 18:00,2025-01-06,2025-01-09,"20-45, Mumbai, Sports","70%, Negative"
Festival,4077,2,09:00 - 17:00,2024-10-18,2024-10-19,"25-50, Delhi, Business","95%, Positive"
Seminar,790,3,09:00 - 17:00,2024-11-02,2024-11-04,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1656,2,09:00 - 17:00,2024-10-28,2024-10-29,"18-35, Maharashtra, Arts","85%, Positive"
Conference,1947,2,09:00 - 17:00,2024-10-03,2024-10-04,"18-25, Indore, Tech","70%, Negative"
Conference,897,3,10:00 - 18:00,2024-12-24,2024-12-26,"18-35, Maharashtra, Arts","70%, Negative"
Festival,1059,1,12:00 - 22:00,2025-01-19,2025-01-19,"25-50, Delhi, Business","80%, Negative"
Trade Show,1542,4,14:00 - 20:00,2024-10-20,2024-10-23,"18-25, Indore, Tech","95%, Positive"
Seminar,659,3,10:00 - 18:00,2024-11-16,2024-11-18,"25-50, Delhi, Business","70%, Negative"
Conference,544,3,10:00 - 18:00,2024-12-23,2024-12-25,"18-25, Indore, Tech","85%, Positive"
Festival,605,4,10:00 - 18:00,2024-12-19,2024-12-22,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,2820,2,14:00 - 20:00,2025-01-04,2025-01-05,"30-60, Bangalore, Education","95%, Positive"
Festival,6601,1,12:00 - 22:00,2024-12-10,2024-12-10,"25-50, Delhi, Business","85%, Positive"
Trade Show,1307,3,10:00 - 18:00,2024-11-25,2024-11-27,"20-45, Mumbai, Sports","80%, Negative"
Seminar,966,4,09:00 - 17:00,2024-11-11,2024-11-14,"18-35, Maharashtra, Arts","80%, Negative"
Festival,2346,3,12:00 - 22:00,2024-11-06,2024-11-08,"20-45, Mumbai, Sports","85%, Positive"
Conference,472,3,09:00 - 17:00,2024-12-16,2024-12-18,"25-50, Delhi, Business","85%, Positive"
Festival,5293,3,14:00 - 20:00,2024-11-28,2024-11-30,"20-45, Mumbai, Sports","75%, Neutral"
Conference,753,4,10:00 - 18:00,2025-01-21,2025-01-24,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1379,3,09:00 - 17:00,2024-11-05,2024-11-07,"25-50, Delhi, Business","80%, Negative"
Conference,1725,4,09:00 - 17:00,2024-11-28,2024-12-01,"18-25, Indore, Tech","70%, Negative"
Trade Show,2034,1,14:00 - 20:00,2024-10-22,2024-10-22,"25-50, Delhi, Business","80%, Negative"
Seminar,711,1,09:00 - 17:00,2024-10-02,2024-10-02,"25-50, Delhi, Business","70%, Negative"
Trade Show,2491,3,10:00 - 18:00,2024-11-11,2024-11-13,"20-45, Mumbai, Sports","80%, Negative"
Conference,1836,2,10:00 - 18:00,2024-10-28,2024-10-29,"30-60, Bangalore, Education","80%, Negative"
Trade Show,561,3,12:00 - 22:00,2024-11-03,2024-11-05,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,4648,4,14:00 - 20:00,2024-12-14,2024-12-17,"18-25, Indore, Tech","95%, Positive"
Festival,6170,4,14:00 - 20:00,2024-11-23,2024-11-26,"30-60, Bangalore, Education","70%, Negative"
Conference,1696,2,09:00 - 17:00,2024-10-28,2024-10-29,"18-25, Indore, Tech","70%, Negative"
Trade Show,1674,2,10:00 - 18:00,2024-12-14,2024-12-15,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,2986,1,14:00 - 20:00,2024-10-27,2024-10-27,"18-25, Indore, Tech","70%, Negative"
Seminar,1038,2,09:00 - 17:00,2024-12-02,2024-12-03,"18-25, Indore, Tech","75%, Neutral"
Festival,4662,2,12:00 - 22:00,2024-10-22,2024-10-23,"18-25, Indore, Tech","85%, Positive"
Trade Show,2995,2,14:00 - 20:00,2024-11-19,2024-11-20,"20-45, Mumbai, Sports","95%, Positive"
Festival,2820,2,12:00 - 22:00,2024-12-17,2024-12-18,"20-45, Mumbai, Sports","85%, Positive"
Seminar,359,3,12:00 - 22:00,2024-10-09,2024-10-11,"30-60, Bangalore, Education","85%, Positive"
Festival,6213,4,14:00 - 20:00,2024-12-16,2024-12-19,"25-50, Delhi, Business","95%, Positive"
Trade Show,1808,2,12:00 - 22:00,2024-12-06,2024-12-07,"18-25, Indore, Tech","70%, Negative"
Festival,5094,2,09:00 - 17:00,2024-10-03,2024-10-04,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,308,3,09:00 - 17:00,2024-12-19,2024-12-21,"18-25, Indore, Tech","85%, Positive"
Trade Show,2283,3,14:00 - 20:00,2025-01-19,2025-01-21,"30-60, Bangalore, Education","80%, Negative"
Festival,2140,4,12:00 - 22:00,2024-10-19,2024-10-22,"25-50, Delhi, Business","95%, Positive"
Trade Show,1847,1,10:00 - 18:00,2024-10-28,2024-10-28,"30-60, Bangalore, Education","70%, Negative"
Festival,1973,1,09:00 - 17:00,2025-01-30,2025-01-30,"18-25, Indore, Tech","70%, Negative"
Festival,3159,3,09:00 - 17:00,2025-01-20,2025-01-22,"18-25, Indore, Tech","70%, Negative"
Trade Show,2115,3,14:00 - 20:00,2024-11-12,2024-11-14,"25-50, Delhi, Business","70%, Negative"
Trade Show,1731,3,10:00 - 18:00,2024-12-18,2024-12-20,"18-35, Maharashtra, Arts","70%, Negative"
Conference,342,4,10:00 - 18:00,2024-10-01,2024-10-04,"20-45, Mumbai, Sports","70%, Negative"
Festival,5289,1,10:00 - 18:00,2024-12-12,2024-12-12,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,2511,3,14:00 - 20:00,2025-01-11,2025-01-13,"18-25, Indore, Tech","80%, Negative"
Trade Show,2054,3,10:00 - 18:00,2024-12-08,2024-12-10,"25-50, Delhi, Business","85%, Positive"
Festival,1190,3,12:00 - 22:00,2024-10-08,2024-10-10,"20-45, Mumbai, Sports","75%, Neutral"
Conference,1171,2,09:00 - 17:00,2024-12-07,2024-12-08,"20-45, Mumbai, Sports","80%, Negative"
Festival,4332,3,12:00 - 22:00,2024-12-03,2024-12-05,"18-25, Indore, Tech","70%, Negative"
Festival,3554,2,14:00 - 20:00,2024-11-28,2024-11-29,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,2514,4,14:00 - 20:00,2024-10-27,2024-10-30,"30-60, Bangalore, Education","75%, Neutral"
Seminar,1039,2,10:00 - 18:00,2024-12-04,2024-12-05,"25-50, Delhi, Business","75%, Neutral"
Festival,2127,4,14:00 - 20:00,2024-12-06,2024-12-09,"18-25, Indore, Tech","95%, Positive"
Conference,746,4,09:00 - 17:00,2024-11-24,2024-11-27,"30-60, Bangalore, Education","80%, Negative"
Festival,3958,3,14:00 - 20:00,2024-12-08,2024-12-10,"30-60, Bangalore, Education","70%, Negative"
Festival,1022,3,09:00 - 17:00,2024-12-12,2024-12-14,"20-45, Mumbai, Sports","80%, Negative"
Festival,3547,4,10:00 - 18:00,2024-10-03,2024-10-06,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,103,2,10:00 - 18:00,2025-01-05,2025-01-06,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,424,1,12:00 - 22:00,2024-12-23,2024-12-23,"18-25, Indore, Tech","95%, Positive"
Conference,1319,4,10:00 - 18:00,2025-01-21,2025-01-24,"25-50, Delhi, Business","85%, Positive"
Conference,1303,3,09:00 - 17:00,2024-12-20,2024-12-22,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,2662,2,14:00 - 20:00,2024-10-28,2024-10-29,"18-25, Indore, Tech","80%, Negative"
Seminar,964,1,09:00 - 17:00,2024-10-13,2024-10-13,"30-60, Bangalore, Education","85%, Positive"
Seminar,131,3,10:00 - 18:00,2024-10-30,2024-11-01,"25-50, Delhi, Business","75%, Neutral"
Trade Show,2909,3,14:00 - 20:00,2024-10-03,2024-10-05,"25-50, Delhi, Business","70%, Negative"
Conference,350,3,10:00 - 18:00,2025-01-17,2025-01-19,"20-45, Mumbai, Sports","85%, Positive"
Seminar,486,4,09:00 - 17:00,2024-11-11,2024-11-14,"18-25, Indore, Tech","75%, Neutral"
Seminar,1084,1,10:00 - 18:00,2025-01-11,2025-01-11,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,295,2,10:00 - 18:00,2024-11-12,2024-11-13,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,265,1,10:00 - 18:00,2025-01-12,2025-01-12,"18-25, Indore, Tech","75%, Neutral"
Conference,1211,3,10:00 - 18:00,2025-01-22,2025-01-24,"18-25, Indore, Tech","70%, Negative"
Seminar,788,2,10:00 - 18:00,2025-01-16,2025-01-17,"18-25, Indore, Tech","70%, Negative"
Conference,1381,2,09:00 - 17:00,2025-01-12,2025-01-13,"30-60, Bangalore, Education","85%, Positive"
Seminar,1062,4,12:00 - 22:00,2024-12-16,2024-12-19,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,1886,4,12:00 - 22:00,2024-12-31,2025-01-03,"25-50, Delhi, Business","75%, Neutral"
Trade Show,1173,3,12:00 - 22:00,2025-01-15,2025-01-17,"30-60, Bangalore, Education","70%, Negative"
Trade Show,1503,1,14:00 - 20:00,2025-01-24,2025-01-24,"25-50, Delhi, Business","80%, Negative"
Trade Show,2402,4,10:00 - 18:00,2024-10-16,2024-10-19,"25-50, Delhi, Business","95%, Positive"
Festival,2669,2,10:00 - 18:00,2024-11-08,2024-11-09,"30-60, Bangalore, Education","85%, Positive"
Festival,3539,3,14:00 - 20:00,2024-12-10,2024-12-12,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,2216,3,12:00 - 22:00,2025-01-01,2025-01-03,"18-25, Indore, Tech","75%, Neutral"
Seminar,711,2,10:00 - 18:00,2024-11-27,2024-11-28,"25-50, Delhi, Business","75%, Neutral"
Conference,772,2,09:00 - 17:00,2025-01-22,2025-01-23,"18-25, Indore, Tech","95%, Positive"
Festival,5657,2,09:00 - 17:00,2024-12-20,2024-12-21,"30-60, Bangalore, Education","75%, Neutral"
Festival,4545,3,14:00 - 20:00,2024-10-15,2024-10-17,"30-60, Bangalore, Education","95%, Positive"
Festival,2696,1,12:00 - 22:00,2024-11-15,2024-11-15,"30-60, Bangalore, Education","75%, Neutral"
Seminar,1128,3,09:00 - 17:00,2025-01-05,2025-01-07,"20-45, Mumbai, Sports","70%, Negative"
Festival,931,2,14:00 - 20:00,2024-12-20,2024-12-21,"25-50, Delhi, Business","70%, Negative"
Trade Show,1871,1,12:00 - 22:00,2024-12-21,2024-12-21,"25-50, Delhi, Business","70%, Negative"
Seminar,593,4,10:00 - 18:00,2024-12-27,2024-12-30,"30-60, Bangalore, Education","85%, Positive"
Conference,1003,4,10:00 - 18:00,2024-10-19,2024-10-22,"25-50, Delhi, Business","95%, Positive"
Conference,850,2,09:00 - 17:00,2025-01-12,2025-01-13,"18-25, Indore, Tech","75%, Neutral"
Conference,869,4,10:00 - 18:00,2024-11-24,2024-11-27,"30-60, Bangalore, Education","95%, Positive"
Trade Show,2024,2,14:00 - 20:00,2024-12-06,2024-12-07,"25-50, Delhi, Business","70%, Negative"
Conference,795,3,10:00 - 18:00,2024-11-24,2024-11-26,"20-45, Mumbai, Sports","80%, Negative"
Conference,1121,2,10:00 - 18:00,2025-01-26,2025-01-27,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,648,4,14:00 - 20:00,2024-11-09,2024-11-12,"25-50, Delhi, Business","70%, Negative"
Conference,1310,3,09:00 - 17:00,2024-10-25,2024-10-27,"18-25, Indore, Tech","95%, Positive"
Seminar,461,2,10:00 - 18:00,2025-01-03,2025-01-04,"25-50, Delhi, Business","75%, Neutral"
Seminar,203,4,09:00 - 17:00,2024-12-23,2024-12-26,"18-25, Indore, Tech","80%, Negative"
Conference,1089,2,09:00 - 17:00,2024-11-07,2024-11-08,"25-50, Delhi, Business","70%, Negative"
Seminar,1013,4,12:00 - 22:00,2024-12-15,2024-12-18,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,812,4,10:00 - 18:00,2024-10-13,2024-10-16,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1574,4,10:00 - 18:00,2024-10-09,2024-10-12,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,1779,4,12:00 - 22:00,2024-11-29,2024-12-02,"25-50, Delhi, Business","75%, Neutral"
Conference,823,3,10:00 - 18:00,2024-12-14,2024-12-16,"18-25, Indore, Tech","80%, Negative"
Seminar,985,4,10:00 - 18:00,2024-10-01,2024-10-04,"18-35, Maharashtra, Arts","70%, Negative"
Festival,2435,1,12:00 - 22:00,2024-11-25,2024-11-25,"30-60, Bangalore, Education","80%, Negative"
Conference,1822,4,09:00 - 17:00,2025-01-09,2025-01-12,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,2255,3,14:00 - 20:00,2024-11-21,2024-11-23,"20-45, Mumbai, Sports","70%, Negative"
Conference,1947,2,09:00 - 17:00,2025-01-16,2025-01-17,"18-35, Maharashtra, Arts","70%, Negative"
Festival,5346,3,09:00 - 17:00,2024-11-18,2024-11-20,"20-45, Mumbai, Sports","95%, Positive"
Conference,979,4,09:00 - 17:00,2025-01-20,2025-01-23,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1076,2,10:00 - 18:00,2024-12-18,2024-12-19,"18-25, Indore, Tech","80%, Negative"
Conference,1392,3,09:00 - 17:00,2024-11-30,2024-12-02,"18-25, Indore, Tech","80%, Negative"
Conference,1538,2,10:00 - 18:00,2024-10-07,2024-10-08,"30-60, Bangalore, Education","80%, Negative"
Conference,1816,2,09:00 - 17:00,2025-01-06,2025-01-07,"18-25, Indore, Tech","75%, Neutral"
Conference,1010,3,10:00 - 18:00,2025-01-18,2025-01-20,"25-50, Delhi, Business","70%, Negative"
Festival,3561,2,14:00 - 20:00,2024-10-03,2024-10-04,"18-35, Maharashtra, Arts","80%, Negative"
Conference,870,4,09:00 - 17:00,2024-12-01,2024-12-04,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1243,1,14:00 - 20:00,2024-12-19,2024-12-19,"20-45, Mumbai, Sports","70%, Negative"
Festival,3959,4,09:00 - 17:00,2024-10-21,2024-10-24,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,669,1,10:00 - 18:00,2024-12-24,2024-12-24,"20-45, Mumbai, Sports","70%, Negative"
Seminar,469,2,09:00 - 17:00,2024-10-17,2024-10-18,"18-25, Indore, Tech","80%, Negative"
Festival,4772,4,12:00 - 22:00,2024-12-19,2024-12-22,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1214,3,12:00 - 22:00,2024-11-24,2024-11-26,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1280,3,12:00 - 22:00,2024-12-15,2024-12-17,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,6610,3,14:00 - 20:00,2024-12-16,2024-12-18,"20-45, Mumbai, Sports","80%, Negative"
Festival,5788,2,12:00 - 22:00,2024-11-12,2024-11-13,"18-25, Indore, Tech","80%, Negative"
Seminar,276,4,12:00 - 22:00,2024-12-03,2024-12-06,"18-35, Maharashtra, Arts","85%, Positive"
Conference,700,4,09:00 - 17:00,2024-11-02,2024-11-05,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,822,1,10:00 - 18:00,2025-01-27,2025-01-27,"20-45, Mumbai, Sports","85%, Positive"
Conference,341,3,09:00 - 17:00,2024-10-23,2024-10-25,"18-25, Indore, Tech","75%, Neutral"
Conference,467,2,10:00 - 18:00,2024-11-08,2024-11-09,"30-60, Bangalore, Education","75%, Neutral"
Festival,3973,3,10:00 - 18:00,2024-12-17,2024-12-19,"25-50, Delhi, Business","80%, Negative"
Seminar,393,3,10:00 - 18:00,2024-11-02,2024-11-04,"30-60, Bangalore, Education","70%, Negative"
Conference,1508,3,10:00 - 18:00,2024-11-14,2024-11-16,"18-25, Indore, Tech","85%, Positive"
Festival,1650,4,10:00 - 18:00,2024-12-05,2024-12-08,"30-60, Bangalore, Education","95%, Positive"
Trade Show,2208,2,12:00 - 22:00,2024-12-25,2024-12-26,"18-25, Indore, Tech","70%, Negative"
Seminar,534,3,10:00 - 18:00,2025-01-24,2025-01-26,"18-25, Indore, Tech","80%, Negative"
Seminar,516,3,10:00 - 18:00,2024-10-21,2024-10-23,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1585,3,09:00 - 17:00,2024-12-19,2024-12-21,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1612,2,10:00 - 18:00,2024-10-04,2024-10-05,"18-25, Indore, Tech","70%, Negative"
Trade Show,520,2,10:00 - 18:00,2025-01-09,2025-01-10,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,858,4,10:00 - 18:00,2024-10-23,2024-10-26,"30-60, Bangalore, Education","75%, Neutral"
Seminar,911,2,10:00 - 18:00,2024-10-15,2024-10-16,"18-25, Indore, Tech","75%, Neutral"
Conference,501,4,09:00 - 17:00,2025-01-09,2025-01-12,"20-45, Mumbai, Sports","85%, Positive"
Seminar,577,4,09:00 - 17:00,2024-12-12,2024-12-15,"20-45, Mumbai, Sports","80%, Negative"
Conference,1931,4,09:00 - 17:00,2024-12-05,2024-12-08,"20-45, Mumbai, Sports","70%, Negative"
Conference,1618,2,10:00 - 18:00,2024-12-23,2024-12-24,"18-25, Indore, Tech","70%, Negative"
Seminar,685,1,12:00 - 22:00,2024-11-08,2024-11-08,"18-35, Maharashtra, Arts","85%, Positive"
Conference,1210,3,09:00 - 17:00,2024-10-02,2024-10-04,"18-35, Maharashtra, Arts","95%, Positive"
Conference,570,2,09:00 - 17:00,2025-01-05,2025-01-06,"20-45, Mumbai, Sports","95%, Positive"
Seminar,715,3,10:00 - 18:00,2025-01-10,2025-01-12,"18-35, Maharashtra, Arts","95%, Positive"
Festival,4659,2,14:00 - 20:00,2024-12-27,2024-12-28,"25-50, Delhi, Business","80%, Negative"
Festival,5484,3,10:00 - 18:00,2024-11-23,2024-11-25,"25-50, Delhi, Business","95%, Positive"
Seminar,1143,1,09:00 - 17:00,2024-10-14,2024-10-14,"20-45, Mumbai, Sports","80%, Negative"
Festival,6243,3,14:00 - 20:00,2025-01-13,2025-01-15,"18-25, Indore, Tech","85%, Positive"
Conference,1977,3,09:00 - 17:00,2024-11-17,2024-11-19,"18-25, Indore, Tech","85%, Positive"
Trade Show,881,2,14:00 - 20:00,2024-12-06,2024-12-07,"18-25, Indore, Tech","80%, Negative"
Seminar,172,4,09:00 - 17:00,2024-10-02,2024-10-05,"30-60, Bangalore, Education","70%, Negative"
Seminar,368,2,09:00 - 17:00,2024-10-24,2024-10-25,"25-50, Delhi, Business","80%, Negative"
Seminar,1186,3,10:00 - 18:00,2024-12-11,2024-12-13,"20-45, Mumbai, Sports","95%, Positive"
Festival,4606,2,09:00 - 17:00,2024-10-25,2024-10-26,"30-60, Bangalore, Education","85%, Positive"
Seminar,1034,2,09:00 - 17:00,2024-10-05,2024-10-06,"25-50, Delhi, Business","85%, Positive"
Conference,1336,2,09:00 - 17:00,2025-01-13,2025-01-14,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,2516,4,14:00 - 20:00,2024-12-27,2024-12-30,"30-60, Bangalore, Education","95%, Positive"
Festival,4359,4,10:00 - 18:00,2024-12-23,2024-12-26,"20-45, Mumbai, Sports","95%, Positive"
Festival,1284,3,09:00 - 17:00,2025-01-10,2025-01-12,"25-50, Delhi, Business","75%, Neutral"
Conference,1232,2,09:00 - 17:00,2025-01-07,2025-01-08,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,2825,2,14:00 - 20:00,2024-10-07,2024-10-08,"18-35, Maharashtra, Arts","85%, Positive"
Conference,1843,4,09:00 - 17:00,2025-01-26,2025-01-29,"25-50, Delhi, Business","70%, Negative"
Conference,729,3,09:00 - 17:00,2025-01-09,2025-01-11,"18-25, Indore, Tech","95%, Positive"
Festival,5397,4,09:00 - 17:00,2024-10-26,2024-10-29,"20-45, Mumbai, Sports","85%, Positive"
Conference,1679,2,09:00 - 17:00,2025-01-20,2025-01-21,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,276,2,10:00 - 18:00,2024-11-16,2024-11-17,"25-50, Delhi, Business","95%, Positive"
Festival,2272,2,10:00 - 18:00,2024-12-26,2024-12-27,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1519,3,09:00 - 17:00,2024-11-16,2024-11-18,"18-25, Indore, Tech","80%, Negative"
Festival,972,3,09:00 - 17:00,2025-01-06,2025-01-08,"18-35, Maharashtra, Arts","85%, Positive"
Conference,1520,3,09:00 - 17:00,2024-12-07,2024-12-09,"18-25, Indore, Tech","95%, Positive"
Conference,313,3,10:00 - 18:00,2024-12-08,2024-12-10,"25-50, Delhi, Business","85%, Positive"
Trade Show,2587,4,12:00 - 22:00,2024-10-28,2024-10-31,"20-45, Mumbai, Sports","85%, Positive"
Conference,818,2,09:00 - 17:00,2025-01-17,2025-01-18,"20-45, Mumbai, Sports","75%, Neutral"
Conference,1923,4,09:00 - 17:00,2024-10-08,2024-10-11,"18-35, Maharashtra, Arts","95%, Positive"
Conference,798,2,10:00 - 18:00,2024-12-23,2024-12-24,"25-50, Delhi, Business","80%, Negative"
Trade Show,1931,2,14:00 - 20:00,2024-11-18,2024-11-19,"18-35, Maharashtra, Arts","85%, Positive"
Festival,6048,2,12:00 - 22:00,2025-01-04,2025-01-05,"20-45, Mumbai, Sports","95%, Positive"
Seminar,1117,1,12:00 - 22:00,2024-10-02,2024-10-02,"20-45, Mumbai, Sports","95%, Positive"
Festival,3238,3,09:00 - 17:00,2024-10-16,2024-10-18,"20-45, Mumbai, Sports","85%, Positive"
Conference,1000,4,09:00 - 17:00,2024-10-16,2024-10-19,"25-50, Delhi, Business","80%, Negative"
Trade Show,643,3,10:00 - 18:00,2024-11-30,2024-12-02,"25-50, Delhi, Business","95%, Positive"
Trade Show,929,3,12:00 - 22:00,2024-12-07,2024-12-09,"18-25, Indore, Tech","70%, Negative"
Seminar,342,3,12:00 - 22:00,2024-12-28,2024-12-30,"25-50, Delhi, Business","70%, Negative"
Seminar,1099,1,09:00 - 17:00,2024-10-08,2024-10-08,"18-25, Indore, Tech","75%, Neutral"
Festival,4663,1,14:00 - 20:00,2024-12-28,2024-12-28,"18-25, Indore, Tech","75%, Neutral"
