Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Conference,7999,4,08:00 - 16:00,"20-45, Mumbai, Sports","90%, Very Positive"
Webinar,8933,1,08:00 - 16:00,"20-45, Mumbai, Sports","80%, Negative"
Festival,7584,1,10:00 - 18:00,"25-40, Bhopal, Business","70%, Mixed"
Conference,688,2,14:00 - 20:00,"16-30, Banglore, Music","95%, Positive"
Festival,1076,3,08:00 - 16:00,"30-50, Delhi, Education","85%, Positive"
Festival,1326,1,09:00 - 17:00,"30-50, Delhi, Education","70%, Mixed"
Seminar,5479,3,12:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Workshop,3110,2,19:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Seminar,3877,1,19:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Concert,1187,4,12:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Webinar,3533,3,12:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Seminar,8664,3,09:00 - 17:00,"25-40, Bhopal, Business","95%, Positive"
Festival,7308,3,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Concert,3686,1,10:00 - 18:00,"30-50, Delhi, Education","90%, Very Positive"
Workshop,3922,1,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Workshop,1510,4,14:00 - 20:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,1445,3,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Webinar,3768,1,12:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,4788,3,08:00 - 16:00,"30-50, Delhi, Education","95%, Positive"
Festival,1432,2,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Seminar,4893,1,14:00 - 20:00,"16-30, Banglore, Music","95%, Positive"
Trade Show,2355,2,19:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,5122,1,09:00 - 17:00,"20-45, Mumbai, Sports","80%, Negative"
Seminar,8621,3,19:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,9255,2,08:00 - 16:00,"30-50, Delhi, Education","90%, Very Positive"
Conference,6404,2,12:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Seminar,4352,3,10:00 - 18:00,"16-30, Banglore, Music","85%, Positive"
Seminar,6170,3,08:00 - 16:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,2071,3,08:00 - 16:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,7785,2,10:00 - 18:00,"16-30, Banglore, Music","80%, Negative"
Seminar,3968,4,19:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Conference,3216,3,08:00 - 16:00,"25-40, Bhopal, Business","75%, Neutral"
Festival,2068,3,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,7808,1,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,7863,2,19:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Seminar,6644,3,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Seminar,7646,2,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Workshop,1668,3,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Seminar,4697,2,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Trade Show,9822,2,12:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Seminar,1895,4,14:00 - 20:00,"25-40, Bhopal, Business","75%, Neutral"
Seminar,4786,1,08:00 - 16:00,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,8918,1,08:00 - 16:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,2224,3,09:00 - 17:00,"20-45, Mumbai, Sports","75%, Neutral"
Concert,1803,2,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Seminar,9637,4,19:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Webinar,3965,3,09:00 - 17:00,"30-50, Delhi, Education","85%, Positive"
Workshop,7877,1,10:00 - 18:00,"20-45, Mumbai, Sports","70%, Mixed"
Webinar,9660,1,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,4581,2,08:00 - 16:00,"25-40, Bhopal, Business","80%, Negative"
Workshop,7490,4,09:00 - 17:00,"20-45, Mumbai, Sports","80%, Negative"
Workshop,331,1,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Festival,6677,1,08:00 - 16:00,"30-50, Delhi, Education","70%, Mixed"
Webinar,4421,4,09:00 - 17:00,"16-30, Banglore, Music","85%, Positive"
Trade Show,8709,4,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Seminar,7690,2,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,1149,4,19:00 - 22:00,"30-50, Delhi, Education","75%, Neutral"
Workshop,8188,3,09:00 - 17:00,"16-30, Banglore, Music","80%, Negative"
Conference,8394,3,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,9381,2,09:00 - 17:00,"30-50, Delhi, Education","90%, Very Positive"
Workshop,1193,3,12:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Conference,918,4,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Trade Show,5422,3,14:00 - 20:00,"18-25, Indore, Tech","70%, Mixed"
Trade Show,6810,4,08:00 - 16:00,"16-30, Banglore, Music","70%, Mixed"
Conference,6139,1,19:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Conference,2483,1,12:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Webinar,9896,1,08:00 - 16:00,"18-35, Maharashtra, Arts","70%, Mixed"
Trade Show,1884,3,08:00 - 16:00,"25-40, Bhopal, Business","70%, Mixed"
Concert,8005,4,12:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Workshop,3448,1,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Festival,8050,3,14:00 - 20:00,"30-50, Delhi, Education","70%, Mixed"
Concert,3122,2,19:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,4730,4,12:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,5039,1,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Festival,3346,1,19:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Conference,1995,1,14:00 - 20:00,"30-50, Delhi, Education","75%, Neutral"
Webinar,1969,4,09:00 - 17:00,"18-25, Indore, Tech","95%, Positive"
Festival,1789,4,14:00 - 20:00,"30-50, Delhi, Education","85%, Positive"
Festival,2489,2,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Concert,260,2,09:00 - 17:00,"20-45, Mumbai, Sports","90%, Very Positive"
Seminar,8002,3,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Conference,8641,1,12:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Concert,9194,4,14:00 - 20:00,"25-40, Bhopal, Business","85%, Positive"
Festival,6471,3,19:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,3977,4,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,3650,3,10:00 - 18:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1726,3,14:00 - 20:00,"18-35, Maharashtra, Arts","75%, Neutral"
Workshop,6473,3,09:00 - 17:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,9551,4,12:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,2419,1,19:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Seminar,8629,1,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,1367,4,08:00 - 16:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,571,2,08:00 - 16:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Webinar,1642,4,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Webinar,9896,2,12:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Workshop,4708,1,12:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Concert,5346,3,19:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Festival,8813,2,09:00 - 17:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,7295,4,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Webinar,3960,3,09:00 - 17:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,7396,4,14:00 - 20:00,"16-30, Banglore, Music","70%, Mixed"
Seminar,1197,3,14:00 - 20:00,"30-50, Delhi, Education","95%, Positive"
Seminar,193,3,14:00 - 20:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,5638,3,14:00 - 20:00,"30-50, Delhi, Education","80%, Negative"
Webinar,9168,2,12:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Festival,3060,3,09:00 - 17:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,4934,3,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,4166,2,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Trade Show,137,1,09:00 - 17:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,8501,2,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Workshop,9940,2,19:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Seminar,8092,3,12:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Concert,2524,1,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Workshop,4842,3,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Webinar,7064,3,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,7902,2,12:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Festival,2897,2,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Conference,8703,3,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Workshop,6912,4,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Seminar,236,2,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,8672,2,10:00 - 18:00,"20-45, Mumbai, Sports","70%, Mixed"
Workshop,8764,1,14:00 - 20:00,"18-25, Indore, Tech","75%, Neutral"
Seminar,2041,3,08:00 - 16:00,"20-45, Mumbai, Sports","75%, Neutral"
Festival,954,3,12:00 - 22:00,"30-50, Delhi, Education","75%, Neutral"
Concert,3011,2,10:00 - 18:00,"30-50, Delhi, Education","80%, Negative"
Seminar,1293,4,08:00 - 16:00,"18-35, Maharashtra, Arts","85%, Positive"
Concert,6963,2,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Workshop,1527,3,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Conference,2236,2,14:00 - 20:00,"18-25, Indore, Tech","75%, Neutral"
Festival,1383,4,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Workshop,5924,4,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Workshop,7878,4,12:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Workshop,5541,4,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Conference,5584,1,19:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Conference,9498,3,08:00 - 16:00,"30-50, Delhi, Education","95%, Positive"
Workshop,9014,4,12:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Festival,9785,2,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Webinar,2824,1,09:00 - 17:00,"18-25, Indore, Tech","85%, Positive"
Conference,3933,4,14:00 - 20:00,"16-30, Banglore, Music","85%, Positive"
Webinar,4935,1,10:00 - 18:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,2459,3,10:00 - 18:00,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,5409,3,08:00 - 16:00,"20-45, Mumbai, Sports","90%, Very Positive"
Trade Show,7274,4,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Concert,2028,3,09:00 - 17:00,"18-25, Indore, Tech","80%, Negative"
Conference,193,3,08:00 - 16:00,"25-40, Bhopal, Business","70%, Mixed"
Conference,6545,1,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Festival,8101,2,09:00 - 17:00,"16-30, Banglore, Music","95%, Positive"
Concert,2724,3,14:00 - 20:00,"30-50, Delhi, Education","95%, Positive"
Concert,9301,1,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,4892,2,19:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,7902,1,19:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Festival,109,1,14:00 - 20:00,"16-30, Banglore, Music","70%, Mixed"
Conference,7801,4,10:00 - 18:00,"20-45, Mumbai, Sports","75%, Neutral"
Workshop,4295,4,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,3697,3,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,595,3,08:00 - 16:00,"16-30, Banglore, Music","75%, Neutral"
Conference,1729,1,19:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,7345,1,10:00 - 18:00,"18-25, Indore, Tech","90%, Very Positive"
Festival,6504,1,14:00 - 20:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,5284,4,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,869,4,09:00 - 17:00,"16-30, Banglore, Music","70%, Mixed"
Trade Show,8982,2,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,5886,4,12:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Festival,9195,1,09:00 - 17:00,"20-45, Mumbai, Sports","95%, Positive"
Festival,208,1,08:00 - 16:00,"30-50, Delhi, Education","75%, Neutral"
Workshop,8021,3,12:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Workshop,5766,2,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,8991,3,12:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Conference,805,3,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Trade Show,6700,2,09:00 - 17:00,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,4627,1,14:00 - 20:00,"20-45, Mumbai, Sports","75%, Neutral"
Festival,698,3,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Concert,1287,3,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Trade Show,8067,1,08:00 - 16:00,"30-50, Delhi, Education","90%, Very Positive"
Festival,790,3,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Festival,3619,4,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Trade Show,1431,2,10:00 - 18:00,"16-30, Banglore, Music","80%, Negative"
Conference,7928,4,12:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Conference,8933,2,10:00 - 18:00,"25-40, Bhopal, Business","95%, Positive"
Concert,7774,1,12:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Workshop,7769,1,10:00 - 18:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,4524,2,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Concert,7201,1,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Webinar,2244,3,12:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Webinar,7022,4,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Festival,9957,2,08:00 - 16:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,6228,2,14:00 - 20:00,"20-45, Mumbai, Sports","80%, Negative"
Concert,5176,1,09:00 - 17:00,"30-50, Delhi, Education","85%, Positive"
Conference,3979,4,08:00 - 16:00,"18-25, Indore, Tech","90%, Very Positive"
Conference,9745,4,12:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,3044,1,12:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Workshop,570,1,08:00 - 16:00,"16-30, Banglore, Music","75%, Neutral"
Seminar,9118,1,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Webinar,7538,3,19:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Seminar,9172,2,19:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,8938,3,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,5151,4,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Seminar,8116,2,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Conference,1423,3,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Workshop,7865,1,19:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,5301,2,19:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,8375,1,09:00 - 17:00,"16-30, Banglore, Music","75%, Neutral"
Workshop,7434,2,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Seminar,725,1,14:00 - 20:00,"16-30, Banglore, Music","70%, Mixed"
Seminar,4277,4,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Trade Show,4669,2,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Webinar,7095,1,19:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Webinar,8638,1,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Workshop,8070,1,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Trade Show,1068,1,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Conference,3719,3,14:00 - 20:00,"18-25, Indore, Tech","70%, Mixed"
Seminar,9856,3,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Webinar,5182,4,14:00 - 20:00,"25-40, Bhopal, Business","85%, Positive"
Festival,2589,4,10:00 - 18:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,5612,2,14:00 - 20:00,"18-35, Maharashtra, Arts","80%, Negative"
Conference,6336,3,08:00 - 16:00,"25-40, Bhopal, Business","75%, Neutral"
Conference,2987,2,09:00 - 17:00,"30-50, Delhi, Education","70%, Mixed"
Workshop,3000,1,14:00 - 20:00,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,6125,3,14:00 - 20:00,"30-50, Delhi, Education","75%, Neutral"
Concert,2223,4,12:00 - 22:00,"30-50, Delhi, Education","75%, Neutral"
Trade Show,7339,1,09:00 - 17:00,"16-30, Banglore, Music","75%, Neutral"
Concert,9758,1,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Concert,437,1,09:00 - 17:00,"18-35, Maharashtra, Arts","85%, Positive"
Webinar,1326,2,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Festival,2451,2,12:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Conference,7959,3,12:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,5213,2,08:00 - 16:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,9983,1,10:00 - 18:00,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1759,1,12:00 - 22:00,"16-30, Banglore, Music","75%, Neutral"
Conference,419,2,14:00 - 20:00,"20-45, Mumbai, Sports","90%, Very Positive"
Seminar,3761,1,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,8689,1,14:00 - 20:00,"30-50, Delhi, Education","95%, Positive"
Festival,5435,4,08:00 - 16:00,"20-45, Mumbai, Sports","85%, Positive"
Seminar,5757,4,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Seminar,4916,2,12:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Workshop,9915,2,19:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Conference,3366,1,14:00 - 20:00,"25-40, Bhopal, Business","80%, Negative"
Trade Show,5387,1,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,3973,4,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Concert,9243,3,19:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Festival,405,2,14:00 - 20:00,"25-40, Bhopal, Business","85%, Positive"
Workshop,359,2,19:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Webinar,4163,1,10:00 - 18:00,"20-45, Mumbai, Sports","75%, Neutral"
Festival,6090,4,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Concert,7737,1,09:00 - 17:00,"20-45, Mumbai, Sports","90%, Very Positive"
Webinar,8610,1,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Workshop,247,3,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,1134,3,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Concert,4382,1,19:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Seminar,9159,1,09:00 - 17:00,"25-40, Bhopal, Business","85%, Positive"
Workshop,1271,4,19:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Trade Show,8498,4,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,4336,2,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Seminar,5681,4,19:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Concert,1976,1,09:00 - 17:00,"16-30, Banglore, Music","90%, Very Positive"
Seminar,6643,4,12:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Seminar,8309,1,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Festival,9782,4,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,5001,2,08:00 - 16:00,"18-25, Indore, Tech","75%, Neutral"
Festival,9756,1,08:00 - 16:00,"30-50, Delhi, Education","70%, Mixed"
Webinar,9422,2,19:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Workshop,4546,3,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Concert,5835,3,08:00 - 16:00,"18-25, Indore, Tech","80%, Negative"
Workshop,3576,2,19:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Seminar,2670,2,14:00 - 20:00,"16-30, Banglore, Music","85%, Positive"
Conference,2682,2,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Festival,3114,3,14:00 - 20:00,"16-30, Banglore, Music","85%, Positive"
Concert,762,1,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Webinar,2535,2,14:00 - 20:00,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,8076,2,12:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Workshop,2827,4,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Workshop,7171,3,14:00 - 20:00,"18-25, Indore, Tech","95%, Positive"
Concert,1947,4,08:00 - 16:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,2024,1,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Seminar,1826,2,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,8636,2,09:00 - 17:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,3238,2,14:00 - 20:00,"30-50, Delhi, Education","75%, Neutral"
Webinar,1933,2,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Seminar,8577,1,19:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Concert,7460,4,10:00 - 18:00,"16-30, Banglore, Music","90%, Very Positive"
Festival,7576,3,19:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,8365,1,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Festival,2024,2,10:00 - 18:00,"18-25, Indore, Tech","75%, Neutral"
Webinar,8495,3,10:00 - 18:00,"16-30, Banglore, Music","75%, Neutral"
Concert,7999,2,14:00 - 20:00,"25-40, Bhopal, Business","70%, Mixed"
Seminar,6083,3,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Trade Show,6462,3,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,6228,1,14:00 - 20:00,"18-35, Maharashtra, Arts","85%, Positive"
Concert,9403,4,08:00 - 16:00,"25-40, Bhopal, Business","95%, Positive"
Trade Show,3862,2,08:00 - 16:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Workshop,4667,1,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Conference,3883,3,09:00 - 17:00,"18-25, Indore, Tech","70%, Mixed"
Seminar,1304,2,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,5066,3,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Festival,3850,4,10:00 - 18:00,"16-30, Banglore, Music","85%, Positive"
Workshop,7417,2,10:00 - 18:00,"20-45, Mumbai, Sports","90%, Very Positive"
Seminar,2299,4,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Trade Show,6869,3,10:00 - 18:00,"18-35, Maharashtra, Arts","70%, Mixed"
Workshop,7689,3,14:00 - 20:00,"16-30, Banglore, Music","85%, Positive"
Trade Show,343,3,08:00 - 16:00,"25-40, Bhopal, Business","95%, Positive"
Trade Show,7989,4,10:00 - 18:00,"18-25, Indore, Tech","95%, Positive"
Conference,4237,1,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,8266,3,12:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Webinar,180,4,10:00 - 18:00,"25-40, Bhopal, Business","95%, Positive"
